"","faa","name","tz","dst","tzone"
"1310","TKE","Tenakee Seaplane Base",-9,"A","America/Anchorage"
"1311","TKF","Truckee-Tahoe Airport",-8,"A","America/Los_Angeles"
"1312","TKI","Collin County Regional Airport at Mc Kinney",-6,"A","America/Chicago"
"1313","TLA","Teller Airport",-9,"A","America/Anchorage"
"1314","TLH","Tallahassee Rgnl",-5,"A","America/New_York"
"1315","TLJ","Tatalina Lrrs",-9,"A","America/Anchorage"
"1316","TLT","Tuluksak Airport",-9,"A","America/Anchorage"
"1317","TMA","Henry Tift Myers Airport",-5,"A","America/New_York"
"1318","TMB","Kendall Tamiami Executive",-5,"A","America/New_York"
"1319","TNC","Tin City LRRS Airport",-9,"A","America/Anchorage"
"1320","TNK","Tununak Airport",-9,"A","America/Anchorage"
"1321","TNT","Dade Collier Training And Transition",-5,"A","America/New_York"
"1322","TNX","Tonopah Test Range",-8,"A","America/Los_Angeles"
"1323","TOA","Zamperini Field Airport",-8,"A","America/Los_Angeles"
"1324","TOC","Toccoa RG Letourneau Field Airport",-5,"A","America/New_York"
"1325","TOG","Togiak Airport",-9,"A","America/Anchorage"
"1326","TOL","Toledo",-5,"A","America/New_York"
"1327","TOP","Philip Billard Muni",-6,"A","America/Chicago"
"1328","TPA","Tampa Intl",-5,"A","America/New_York"
"1329","TPL","Draughon Miller Central Texas Rgnl",-6,"A","America/Chicago"
"1330","TRI","Tri-Cities Regional Airport",-5,"A","America/New_York"
"1331","TRM","Jacqueline Cochran Regional Airport",-8,"A","America/Los_Angeles"
"1332","TSS","East 34th Street Heliport",-5,"A","America/New_York"
"1333","TTD","Portland Troutdale",-8,"A","America/Los_Angeles"
"1334","TTN","Trenton Mercer",-5,"A","America/New_York"
"1335","TUL","Tulsa Intl",-6,"A","America/Chicago"
"1336","TUP","Tupelo Regional Airport",-6,"A","America/Chicago"
"1337","TUS","Tucson Intl",-7,"N","America/Phoenix"
"1338","TVC","Cherry Capital Airport",-5,"A","America/New_York"
"1339","TVF","Thief River Falls",-6,"A","America/Chicago"
"1340","TVI","Thomasville Regional Airport",-5,"A","America/New_York"
"1341","TVL","Lake Tahoe Airport",-8,"A","America/Los_Angeles"
"1342","TWA","Twin Hills Airport",-9,"A","America/Anchorage"
"1343","TWD","Jefferson County Intl",-8,"A","America/Los_Angeles"
"1344","TWF","Magic Valley Regional Airport",-7,"A","America/Denver"
"1345","TXK","Texarkana Rgnl Webb Fld",-6,"A","America/Chicago"
"1346","TYE","Tyonek Airport",-9,"A","America/Anchorage"
"1347","TYR","Tyler Pounds Rgnl",-6,"A","America/Chicago"
"1348","TYS","Mc Ghee Tyson",-5,"A","America/New_York"
"1349","TZR","Bolton Field",-5,"A","America/New_York"
"1350","U76","Mountain Home Municipal Airport",-7,"A","America/Denver"
"1351","UCA","Union Station",-5,"A","America/New_York"
"1352","UDD","Bermuda Dunes Airport",-8,"A","America/Los_Angeles"
"1353","UDG","Darlington County Jetport",-5,"A","America/New_York"
"1354","UES","Waukesha County Airport",-6,"A","America/Chicago"
"1355","UGN","Waukegan Rgnl",-6,"A","America/Chicago"
"1356","UIN","Quincy Regional Baldwin Field",-6,"A","America/Chicago"
"1357","UMP","Indianapolis Metropolitan Airport",-5,"A","America/New_York"
"1358","UNK","Unalakleet Airport",-9,"A","America/Anchorage"
"1359","UPP","Upolu",-10,"A","Pacific/Honolulu"
"1360","UST","St. Augustine Airport",-5,"A","America/New_York"
"1361","UT3","Hite Airport",-7,"A","America/Denver"
"1362","UTM","Tunica Municipal Airport",-6,"A","America/Chicago"
"1363","UTO","Indian Mountain Lrrs",-9,"A","America/Anchorage"
"1364","UUK","Ugnu-Kuparuk Airport",-9,"A","America/Anchorage"
"1365","UUU","Newport State",-5,"A","America/New_York"
"1366","UVA","Garner Field",-6,"A","America/Chicago"
"1367","VAD","Moody Afb",-5,"A","America/New_York"
"1368","VAK","Chevak Airport",-9,"A","America/Anchorage"
"1369","VAY","South Jersey Regional Airport",-5,"A","America/New_York"
"1370","VBG","Vandenberg Afb",-8,"A","America/Los_Angeles"
"1371","VCT","Victoria Regional Airport",-6,"A","America/Chicago"
"1372","VCV","Southern California Logistics",-8,"A","America/Los_Angeles"
"1373","VDF","Tampa Executive Airport",-5,"A","America/New_York"
"1374","VDZ","Valdez Pioneer Fld",-9,"A","America/Anchorage"
"1375","VEE","Venetie Airport",-9,"A","America/Anchorage"
"1376","VEL","Vernal Regional Airport",-7,"A","America/Denver"
"1377","VGT","North Las Vegas Airport",-8,"U","America/Los_Angeles"
"1378","VIS","Visalia Municipal Airport",-8,"A","America/Los_Angeles"
"1379","VLD","Valdosta Regional Airport",-5,"A","America/New_York"
"1380","VNW","Van Wert County Airport",-5,"A","America/New_York"
"1381","VNY","Van Nuys",-8,"A","America/Los_Angeles"
"1382","VOK","Volk Fld",-6,"A","America/Chicago"
"1383","VPC","Cartersville Airport",-5,"A","America/New_York"
"1384","VPS","Eglin Afb",-6,"A","America/Chicago"
"1385","VRB","Vero Beach Muni",-5,"A","America/New_York"
"1386","VSF","Hartness State",-5,"A","America/New_York"
"1387","VYS","Illinois Valley Regional",-6,"A","America/Chicago"
"1388","W04","Ocean Shores Municipal",-8,"A","America/Los_Angeles"
"1389","W13","Eagle's Nest Airport",-5,"A","America/New_York"
"1390","WAA","Wales Airport",-9,"A","America/Anchorage"
"1391","WAL","Wallops Flight Facility",-5,"A","America/New_York"
"1392","WAS","All Airports",-5,"A","America/New_York"
"1393","WBB","Stebbins Airport",-9,"A","America/Anchorage"
"1394","WBQ","Beaver Airport",-9,"A","America/Anchorage"
"1395","WBU","Boulder Municipal",-7,"A","America/Denver"
"1396","WBW","Wilkes-Barre Wyoming Valley Airport",-5,"A","America/New_York"
"1397","WDR","Barrow County Airport",-5,"A","America/New_York"
"1398","WFB","Ketchikan harbor Seaplane Base",-9,"A","America/Anchorage"
"1399","WFK","Northern Aroostook Regional Airport",-5,"A","America/New_York"
"1400","WHD","Hyder Seaplane Base",-8,"A","America/Vancouver"
"1401","WHP","Whiteman Airport",-8,"A","America/Los_Angeles"
"1402","WIH","Wishram Amtrak Station",-8,"A","America/Los_Angeles"
"1403","WKK","Aleknagik Airport",-9,"A","America/Anchorage"
"1404","WKL","Waikoloa Heliport",-10,"N","Pacific/Honolulu"
"1405","WLK","Selawik Airport",-9,"A","America/Anchorage"
"1406","WMO","White Mountain Airport",-9,"A","America/Anchorage"
"1407","WRB","Robins Afb",-5,"A","America/New_York"
"1408","WRG","Wrangell Airport",-9,"A","America/Anchorage"
"1409","WRI","Mc Guire Afb",-5,"A","America/New_York"
"1410","WRL","Worland Municipal Airport",-7,"A","America/Denver"
"1411","WSD","Condron Aaf",-7,"A","America/Denver"
"1412","WSJ","San Juan - Uganik Seaplane Base",-9,"A","America/Anchorage"
"1413","WSN","South Naknek Airport",-9,"A","America/Anchorage"
"1414","WST","Westerly State Airport",-5,"A","America/New_York"
"1415","WSX","Westsound Seaplane Base",-8,"A","America/Los_Angeles"
"1416","WTK","Noatak Airport",-9,"A","America/Anchorage"
"1417","WTL","Tuntutuliak Airport",-9,"A","America/Anchorage"
"1418","WWD","Cape May Co",-5,"A","America/New_York"
"1419","WWP","North Whale Seaplane Base",-9,"A","America/Anchorage"
"1420","WWT","Newtok Airport",-9,"U","America/Anchorage"
"1421","WYS","Yellowstone Airport",-7,"A","America/Denver"
"1422","X01","Everglades Airpark",-5,"U","America/New_York"
"1423","X04","Apopka",-5,"A","America/New_York"
"1424","X07","Lake Wales Municipal Airport",-5,"A","America/New_York"
"1425","X21","Arthur Dunn Airpark",-5,"A","America/New_York"
"1426","X26","Sebastian Municipal",-5,"A","America/New_York"
"1427","X39","Tampa North Aero Park",-5,"A","America/New_York"
"1428","X49","South Lakeland Airport",-5,"A","America/New_York"
"1429","X59","Valkaria Municipal",-5,"A","America/New_York"
"1430","XFL","Flagler County Airport",-5,"A","America/New_York"
"1431","XNA","NW Arkansas Regional",-6,"A","America/Chicago"
"1432","XZK","Amherst Amtrak Station AMM",-5,"A","America/New_York"
"1433","Y51","Municipal Airport",-6,"A","America/Chicago"
"1434","Y72","Bloyer Field",-6,"A","America/Chicago"
"1435","YAK","Yakutat",-9,"A",NA
"1436","YIP","Willow Run",-5,"A","America/New_York"
"1437","YKM","Yakima Air Terminal McAllister Field",-8,"A","America/Los_Angeles"
"1438","YKN","Chan Gurney",-6,"A","America/Chicago"
"1439","YNG","Youngstown Warren Rgnl",-5,"A","America/New_York"
"1440","YUM","Yuma Mcas Yuma Intl",-7,"N","America/Phoenix"
"1441","Z84","Clear",-9,"A","America/Anchorage"
"1442","ZBP","Penn Station",-5,"A","America/New_York"
"1443","ZFV","Philadelphia 30th St Station",-5,"A","America/New_York"
"1444","ZPH","Municipal Airport",-5,"A","America/New_York"
"1445","ZRA","Atlantic City Rail Terminal",-5,"A","America/New_York"
"1446","ZRD","Train Station",-5,"A","America/New_York"
"1447","ZRP","Newark Penn Station",-5,"A","America/New_York"
"1448","ZRT","Hartford Union Station",-5,"A","America/New_York"
"1449","ZRZ","New Carrollton Rail Station",-5,"A","America/New_York"
"1450","ZSF","Springfield Amtrak Station",-5,"A","America/New_York"
"1451","ZSY","Scottsdale Airport",-7,"A","America/Phoenix"
"1452","ZTF","Stamford Amtrak Station",-5,"A","America/New_York"
"1453","ZTY","Boston Back Bay Station",-5,"A","America/New_York"
"1454","ZUN","Black Rock",-7,"A","America/Denver"
"1455","ZVE","New Haven Rail Station",-5,"A","America/New_York"
"1456","ZWI","Wilmington Amtrak Station",-5,"A","America/New_York"
"1457","ZWU","Washington Union Station",-5,"A","America/New_York"
"1458","ZYP","Penn Station",-5,"A","America/New_York"
