polInf,collegeDegree,female,age,homeOwn,govt,length,id
Fairly High,Yes,No,36,No,No,60.70000076293945,95
Fairly High,Yes,Yes,72,Yes,No,137.02999877929688,6
Fairly High,Yes,No,45,Yes,No,81.66999816894531,16
Very High,Yes,No,58,Yes,No,67,81
Very High,Yes,Yes,50,Yes,No,102.2300033569336,81
Fairly High,Yes,Yes,45,Yes,No,61.16999816894531,81
Average,No,Yes,65,Yes,No,51.779998779296875,81
Very High,Yes,No,50,Yes,Yes,68.8499984741211,81
Very High,Yes,No,37,No,No,57.619998931884766,28
Very Low,No,Yes,50,Yes,No,35.33000183105469,28
Fairly Low,No,Yes,57,Yes,No,74.529998779296875,48
Average,No,No,49,Yes,No,41.470001220703125,28
Very High,Yes,Yes,41,Yes,No,79.75,80
Fairly Low,Yes,Yes,44,Yes,No,53.880001068115234,80
Fairly High,Yes,Yes,42,Yes,No,58.06999969482422,80
Fairly High,Yes,No,32,Yes,No,52.779998779296875,80
Average,Yes,Yes,31,Yes,Yes,61.68000030517578,80
Average,No,Yes,73,Yes,No,74.779998779296875,92
Average,No,Yes,44,No,No,88.470001220703125,4
Fairly High,Yes,Yes,37,Yes,No,50.93000030517578,4
Average,Yes,Yes,46,Yes,No,60.22999954223633,4
Fairly High,No,No,30,No,No,62.33000183105469,4
Fairly High,No,No,56,Yes,No,71.16999816894531,4
Very High,No,No,35,No,No,63.93000030517578,4
Average,Yes,Yes,34,No,No,56.16999816894531,4
Fairly Low,No,Yes,75,Yes,No,54.599998474121094,4
Fairly High,Yes,Yes,75,No,No,79.8499984741211,4
Average,Yes,No,48,Yes,No,65.5199966430664,4
Very High,Yes,No,62,Yes,No,73,18
Fairly Low,Yes,No,46,Yes,Yes,116.0999984741211,29
Fairly Low,Yes,Yes,44,No,No,63.77000045776367,53
Fairly High,Yes,No,33,Yes,No,47.95000076293945,53
Very High,Yes,No,34,No,No,63.27000045776367,53
Fairly High,No,No,61,No,No,50.95000076293945,53
Very Low,No,Yes,89,Yes,No,75.58000183105469,53
Fairly Low,Yes,Yes,28,Yes,No,67.4000015258789,53
NA,No,No,47,No,No,NA,53
Average,No,No,63,Yes,No,40.52000045776367,32
Average,No,No,27,No,No,32.869998931884766,32
Fairly Low,Yes,Yes,34,Yes,No,41.220001220703125,32
Fairly Low,No,Yes,41,No,No,43.54999923706055,28
Very High,No,No,50,Yes,No,41.47999954223633,28
Very High,Yes,Yes,48,Yes,Yes,34.099998474121094,28
Average,No,Yes,27,No,No,62.029998779296875,40
Average,No,Yes,36,No,No,66.08000183105469,40
Average,Yes,No,64,Yes,No,73.2300033569336,40
Fairly High,No,Yes,64,Yes,No,60.119998931884766,40
Very High,Yes,No,51,Yes,No,88.43000030517578,40
Average,No,No,68,Yes,No,52.650001525878906,40
Average,Yes,Yes,35,No,Yes,55.779998779296875,40
Average,No,No,60,No,No,70.5199966430664,40
Very Low,No,Yes,28,No,No,47.52000045776367,40
Very Low,Yes,No,26,No,No,67.08000183105469,40
Fairly Low,No,No,50,No,No,43.97999954223633,90
Very High,Yes,Yes,44,Yes,No,41.279998779296875,91
Average,No,Yes,42,No,No,67.62000274658203,84
Very High,Yes,Yes,56,No,No,69.5199966430664,84
Average,No,Yes,52,No,No,35.04999923706055,91
Very High,No,No,71,Yes,No,79.1500015258789,84
Very High,No,Yes,40,No,No,56.779998779296875,91
Very Low,No,Yes,26,Yes,No,56.47999954223633,71
Very High,Yes,No,37,No,Yes,64.81999969482422,22
Very High,Yes,No,55,Yes,No,95.0199966430664,22
Very High,No,Yes,73,Yes,No,51.380001068115234,22
Fairly Low,No,Yes,39,No,No,47.16999816894531,22
Very High,Yes,No,43,Yes,No,50.79999923706055,22
Average,No,No,21,No,No,50.54999923706055,22
Average,No,No,32,Yes,No,46.43000030517578,82
Average,Yes,Yes,53,Yes,No,69.1500015258789,82
Very High,Yes,No,39,No,Yes,44.02000045776367,72
Very High,Yes,Yes,60,Yes,No,104.2699966430664,100
Very High,Yes,No,50,Yes,No,68.9000015258789,100
Average,No,No,45,Yes,No,133.42999267578125,100
Fairly High,No,Yes,37,Yes,No,49.119998931884766,70
Very High,No,Yes,51,Yes,Yes,59,92
Very High,Yes,Yes,48,Yes,Yes,43.72999954223633,92
Average,No,Yes,79,No,No,41.22999954223633,92
Average,No,Yes,44,No,No,53.43000030517578,70
Fairly Low,No,No,30,No,Yes,63.970001220703125,70
Fairly Low,No,No,24,Yes,No,64.05000305175781,6
Fairly High,Yes,No,49,Yes,No,78.4800033569336,6
Fairly Low,No,Yes,80,Yes,No,49.04999923706055,6
Fairly Low,No,Yes,19,No,No,47.45000076293945,6
Very High,No,No,40,Yes,No,90.43000030517578,6
Fairly Low,No,Yes,71,Yes,No,53.52000045776367,6
Very High,Yes,Yes,36,Yes,No,76.970001220703125,6
Average,No,Yes,22,No,No,70.31999969482422,42
Fairly High,Yes,No,43,Yes,No,59.720001220703125,42
Very High,Yes,Yes,28,No,No,61.22999954223633,17
Fairly Low,No,No,50,Yes,No,55.79999923706055,21
Fairly High,No,No,38,Yes,No,82.62999725341797,17
Very Low,No,Yes,20,Yes,No,41.43000030517578,21
Average,No,No,53,Yes,No,69.93000030517578,21
Fairly High,Yes,Yes,78,Yes,No,82.91999816894531,42
Fairly High,No,No,85,No,No,75.720001220703125,42
Fairly Low,No,No,22,No,No,58.650001525878906,75
Fairly Low,No,Yes,68,Yes,No,64.43000030517578,75
Fairly Low,Yes,Yes,51,No,No,108.8499984741211,75
Fairly High,No,Yes,23,Yes,No,52.470001220703125,42
Average,Yes,Yes,35,Yes,No,100.25,14
Fairly High,Yes,Yes,51,Yes,No,44.29999923706055,63
Fairly High,No,Yes,46,No,No,50.900001525878906,59
Fairly High,No,No,37,No,No,82.37000274658203,59
Average,No,No,54,Yes,No,53.400001525878906,8
Fairly High,Yes,No,56,Yes,No,38.97999954223633,8
Fairly High,Yes,No,39,Yes,No,72.8499984741211,16
Average,No,Yes,57,Yes,No,107.87000274658203,16
Average,Yes,Yes,35,No,No,52.400001525878906,64
Fairly Low,No,Yes,65,Yes,No,45.099998474121094,6
Very High,Yes,No,55,Yes,No,80.12999725341797,6
Very High,No,No,23,No,No,59.75,6
Fairly Low,Yes,Yes,24,No,Yes,46.369998931884766,6
Average,Yes,No,30,No,No,53,16
Very Low,No,Yes,34,Yes,No,47.279998779296875,16
Very High,Yes,Yes,57,No,No,55.869998931884766,38
Average,Yes,Yes,27,Yes,No,145.8699951171875,10
Fairly Low,No,No,37,Yes,No,55.779998779296875,10
Fairly High,Yes,No,42,No,No,58.400001525878906,10
Fairly High,Yes,Yes,46,Yes,No,52.150001525878906,98
Fairly High,No,Yes,55,Yes,No,68.62999725341797,67
Fairly Low,Yes,Yes,54,Yes,No,50.900001525878906,94
Fairly High,Yes,No,63,Yes,No,63.81999969482422,94
Very High,Yes,Yes,69,Yes,No,100.44999694824219,94
Average,Yes,Yes,63,Yes,No,78.029998779296875,94
Very High,No,No,47,Yes,No,92.87000274658203,94
Fairly High,Yes,Yes,29,No,No,44.18000030517578,72
Fairly Low,Yes,Yes,25,No,No,49.279998779296875,78
Fairly High,Yes,No,54,Yes,No,52.349998474121094,78
Very High,Yes,Yes,27,No,No,25.579999923706055,91
Fairly Low,No,No,54,No,No,65.83000183105469,22
Average,No,No,43,No,No,34.650001525878906,22
Very Low,No,Yes,20,Yes,No,41.599998474121094,22
Average,No,No,48,Yes,No,43.54999923706055,22
Average,Yes,Yes,63,Yes,No,50.68000030517578,22
Very High,Yes,No,40,No,No,57.599998474121094,22
Average,Yes,Yes,22,Yes,No,53.16999816894531,92
Fairly High,Yes,Yes,40,No,No,41.70000076293945,22
Fairly High,Yes,No,62,Yes,No,90.529998779296875,82
Fairly High,No,Yes,20,Yes,No,103.83000183105469,85
Fairly High,No,No,48,No,No,101.77999877929688,48
Fairly High,Yes,No,34,Yes,No,76.58000183105469,98
Fairly High,No,No,55,No,No,98.93000030517578,76
Fairly High,Yes,No,48,Yes,No,47.369998931884766,89
Average,No,No,58,Yes,No,45.650001525878906,95
Average,No,No,20,No,No,49.06999969482422,95
Average,No,No,50,Yes,No,58.97999954223633,21
Average,No,No,36,Yes,No,66,21
Fairly Low,No,Yes,93,Yes,No,59.68000030517578,21
Very High,No,No,49,Yes,No,46.849998474121094,21
Very High,No,Yes,56,Yes,No,80.5,89
Fairly Low,No,Yes,61,Yes,No,87.69999694824219,89
Fairly High,No,Yes,64,Yes,No,92.69999694824219,89
Very Low,No,No,59,Yes,No,95.66999816894531,43
Fairly High,Yes,Yes,90,Yes,No,131.3800048828125,43
Fairly Low,No,Yes,32,Yes,Yes,63.650001525878906,43
Fairly High,No,Yes,49,Yes,No,69.0199966430664,43
Very High,Yes,Yes,53,Yes,No,98.91999816894531,43
Very Low,No,Yes,65,No,No,53.25,51
Very Low,No,Yes,40,No,No,55,51
Average,No,Yes,35,No,No,46.119998931884766,51
Fairly Low,No,Yes,73,Yes,No,84.80000305175781,51
Fairly High,No,No,60,Yes,No,78.58000183105469,25
Average,No,No,84,Yes,No,67.31999969482422,5
Average,No,Yes,37,Yes,No,42,5
Fairly Low,Yes,Yes,27,Yes,No,49.68000030517578,5
Average,No,No,39,No,No,41.779998779296875,109
Very High,Yes,No,42,Yes,No,94.2300033569336,6
Very High,Yes,No,37,No,No,76.68000030517578,6
Fairly Low,No,Yes,60,No,No,66.87000274658203,61
Fairly Low,No,No,71,Yes,No,42.33000183105469,109
Average,Yes,No,38,No,No,48.31999969482422,109
Average,Yes,Yes,42,Yes,No,39.08000183105469,109
Average,Yes,Yes,33,Yes,No,39.52000045776367,109
Fairly Low,No,No,28,Yes,No,45.900001525878906,109
Fairly Low,No,Yes,29,No,No,39,109
Fairly Low,No,Yes,67,Yes,No,50.5,109
Fairly Low,No,No,32,Yes,No,40.41999816894531,109
Average,Yes,Yes,47,No,Yes,56.52000045776367,109
Average,Yes,Yes,33,Yes,No,46.47999954223633,109
Very Low,No,No,83,No,No,36.43000030517578,109
Average,No,Yes,36,No,No,45.43000030517578,109
Average,Yes,Yes,40,Yes,No,41.04999923706055,109
Fairly Low,Yes,Yes,38,No,No,54.43000030517578,109
Average,No,Yes,41,Yes,Yes,43.81999969482422,109
Fairly High,No,Yes,45,Yes,No,40.349998474121094,109
Average,No,Yes,63,Yes,No,49.099998474121094,109
Fairly Low,No,No,50,Yes,No,42.630001068115234,109
Average,No,Yes,88,No,No,70.2699966430664,109
Very High,No,Yes,79,Yes,No,65.08000183105469,92
Very Low,No,Yes,29,No,No,36.380001068115234,92
Very High,Yes,No,57,Yes,No,76.81999969482422,6
Fairly Low,No,No,69,No,No,65.029998779296875,110
Average,No,No,39,No,Yes,47.83000183105469,109
Average,No,No,27,Yes,Yes,50.83000183105469,109
Fairly Low,No,Yes,60,No,No,54.93000030517578,110
Fairly Low,Yes,Yes,31,Yes,No,68.75,4
Average,No,No,65,Yes,No,68.81999969482422,88
Fairly Low,No,No,38,No,No,72.029998779296875,70
Fairly High,Yes,No,55,Yes,No,64.6500015258789,9
Fairly High,Yes,No,53,Yes,Yes,46.41999816894531,44
Average,No,Yes,43,Yes,No,44.970001220703125,78
Average,No,Yes,73,Yes,No,84.81999969482422,78
Average,No,Yes,53,Yes,No,78.8499984741211,61
Very High,No,No,61,Yes,No,53.75,25
Fairly Low,No,Yes,59,Yes,No,57.279998779296875,18
Average,No,No,57,Yes,No,41.869998931884766,34
Fairly Low,No,Yes,56,Yes,No,38,34
Fairly High,Yes,No,28,No,Yes,76.37999725341797,34
Average,Yes,Yes,53,Yes,No,52.099998474121094,34
Average,No,No,29,Yes,No,55.33000183105469,34
Fairly Low,No,No,45,Yes,No,53.33000183105469,34
Fairly Low,No,No,38,Yes,No,63.5,34
NA,Yes,No,42,No,No,NA,17
Fairly High,Yes,No,37,Yes,No,56.849998474121094,21
Fairly High,Yes,Yes,48,No,No,47.22999954223633,22
Fairly High,Yes,No,47,Yes,No,58.650001525878906,7
Fairly High,Yes,No,35,No,No,77.75,7
Fairly High,Yes,Yes,42,Yes,Yes,48.56999969482422,7
Very High,No,No,44,No,No,72.31999969482422,17
Fairly Low,No,Yes,58,Yes,No,61.849998474121094,17
NA,No,No,53,No,No,NA,17
Fairly High,No,Yes,49,Yes,No,57.31999969482422,111
Average,Yes,No,32,Yes,No,72.80000305175781,67
Very High,No,No,68,Yes,No,92.93000030517578,67
Fairly Low,No,Yes,39,Yes,No,58.58000183105469,67
Average,No,Yes,41,No,No,76.05000305175781,67
Average,No,No,40,No,No,61.220001220703125,67
Fairly Low,No,Yes,22,No,No,103.9000015258789,67
Fairly High,Yes,Yes,76,No,No,79.220001220703125,67
Average,Yes,Yes,44,No,Yes,56.400001525878906,84
Very High,Yes,No,49,Yes,No,57.08000183105469,111
Very High,No,No,68,Yes,No,115.25,111
Fairly High,No,Yes,31,No,Yes,59.04999923706055,111
Very High,No,No,68,Yes,Yes,70.87999725341797,111
Very High,Yes,No,60,Yes,No,84.05000305175781,111
Very High,Yes,No,32,No,No,59.20000076293945,111
Average,Yes,Yes,32,Yes,Yes,55.119998931884766,111
Fairly High,No,No,23,No,No,63.95000076293945,111
Fairly High,No,No,32,No,Yes,56.220001220703125,111
Very Low,No,No,45,No,No,39.22999954223633,111
NA,No,No,NA,No,No,NA,104
Fairly Low,No,No,66,Yes,No,19,110
Fairly High,Yes,Yes,25,No,No,61.02000045776367,111
Fairly High,No,Yes,75,Yes,No,98.30000305175781,14
Fairly High,Yes,Yes,NA,Yes,No,55.369998931884766,110
Fairly High,Yes,Yes,44,No,No,39.93000030517578,110
Fairly High,Yes,Yes,30,Yes,No,63.41999816894531,110
Fairly High,Yes,Yes,49,Yes,Yes,56.599998474121094,110
Fairly Low,No,No,50,Yes,No,65,110
Fairly High,Yes,No,29,Yes,No,73.720001220703125,56
Average,Yes,Yes,27,Yes,No,49.029998779296875,56
Average,No,Yes,55,Yes,No,116.55000305175781,56
Very High,No,No,45,Yes,No,65.06999969482422,56
Fairly High,Yes,No,78,Yes,No,94.31999969482422,92
Fairly Low,No,Yes,55,No,No,44.400001525878906,92
Very High,No,Yes,42,Yes,No,28.8799991607666,91
Very High,Yes,Yes,42,No,No,37.58000183105469,91
Fairly High,No,Yes,47,No,No,37.599998474121094,91
Fairly High,No,No,45,No,No,39.349998474121094,91
Very High,No,No,28,Yes,No,63.79999923706055,49
Fairly Low,No,No,42,Yes,No,42.72999954223633,49
Very High,No,No,39,Yes,No,87.80000305175781,49
Very High,Yes,No,39,Yes,No,55.43000030517578,49
Fairly High,No,Yes,33,Yes,No,75,49
Very High,No,Yes,20,No,No,62.18000030517578,49
Very High,Yes,Yes,72,Yes,No,94.06999969482422,49
Very High,No,No,22,Yes,No,63.70000076293945,49
Very High,No,No,34,Yes,No,70.55000305175781,49
Very High,No,No,34,Yes,No,69.12999725341797,49
Very High,No,No,32,Yes,No,98.80000305175781,49
Very High,No,No,42,Yes,No,78.18000030517578,49
Fairly Low,No,Yes,40,No,No,74.3499984741211,89
Very Low,Yes,No,39,Yes,No,44.52000045776367,4
Average,No,Yes,74,Yes,No,65.279998779296875,112
Very High,Yes,No,36,No,No,53.93000030517578,4
Fairly Low,No,Yes,73,Yes,No,53.54999923706055,4
Average,Yes,No,36,Yes,No,74.12000274658203,4
Fairly Low,No,Yes,39,Yes,No,51.77000045776367,4
Fairly Low,No,No,42,No,No,54.04999923706055,4
Average,Yes,Yes,56,Yes,No,71.31999969482422,4
Very High,Yes,Yes,28,No,No,60.31999969482422,4
Fairly Low,Yes,Yes,41,Yes,No,53.130001068115234,4
Fairly High,No,No,38,No,No,59.45000076293945,4
Fairly Low,Yes,No,33,No,Yes,77.970001220703125,4
Average,No,Yes,78,No,No,87.75,4
Average,Yes,No,57,Yes,No,56.27000045776367,4
Fairly Low,No,No,58,No,No,94.62999725341797,46
Average,No,No,56,Yes,No,79.43000030517578,46
Average,Yes,No,44,Yes,No,106.55000305175781,89
Average,No,Yes,88,No,No,50.97999954223633,38
Fairly Low,No,Yes,28,No,No,61.119998931884766,38
Fairly High,Yes,Yes,28,No,No,47.970001220703125,113
Average,Yes,No,23,No,No,67.529998779296875,113
Fairly High,Yes,Yes,36,No,No,50.18000030517578,114
Fairly High,Yes,Yes,70,Yes,No,103.68000030517578,114
Very High,No,No,45,No,No,78.1500015258789,114
Average,Yes,Yes,47,Yes,No,57.099998474121094,114
Average,No,No,46,No,No,53.5,114
Fairly High,Yes,Yes,37,Yes,No,50.47999954223633,115
Average,No,No,84,Yes,No,66.75,115
Very Low,No,Yes,38,No,No,57.650001525878906,115
Fairly Low,No,Yes,20,No,No,45.369998931884766,115
Average,Yes,No,36,No,No,61.650001525878906,60
Fairly High,Yes,No,48,Yes,No,67.220001220703125,60
Very High,No,Yes,51,Yes,No,44.02000045776367,104
Average,No,Yes,52,No,Yes,44.66999816894531,104
Fairly Low,No,No,31,Yes,No,127.2300033569336,14
Average,No,Yes,58,Yes,No,98.5,14
Average,No,No,23,No,No,81.25,14
Very High,Yes,Yes,36,Yes,No,59.52000045776367,104
Fairly High,No,Yes,73,Yes,No,91.80000305175781,104
Average,No,Yes,62,Yes,No,55.52000045776367,61
